args;input;function;0.5;0.5_msreach;0.25;0.25_msreach;0.1;0.1_msreach;0.01;0.01_msreach;0.001;0.001_msreach;0.0001;0.0001_msreach
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['rosen'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf rosen -r 25 -o out.csv ;rosen;597.32;0;578.84;0;683.28;0;683.96;0;734.92;0;737.4;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['rosen'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf rosen -r 25 -o out.csv ;rosen;588.24;0;584.96;0;705.36;0;662.08;0;798.16;0;770.52;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['rosen'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf rosen -r 25 -o out.csv ;rosen;552.92;0;705.68;0;675.16;0;686.6;0;722.32;0;787.36;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;10.88;0;14.72;0;20.88;0;32.36;0;41.84;0;55.24;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;8.32;0;13.36;0;17.64;0;28.16;0;37.96;0;52.12;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;6.72;0;10.0;0;15.12;0;26.84;0;34.32;0;49.24;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;7.8;0;10.6;0;14.28;0;26.28;0;38.16;0;46.52;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;26.32;0;30.6;0;38.4;0;54.68;0;70.04;0;87.84;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;21.12;0;27.2;0;34.8;0;50.56;0;67.6;0;82.32;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;18.76;0;23.52;0;30.4;0;46.08;0;62.68;0;77.16;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;19.88;0;24.36;0;30.44;0;46.8;0;63.12;0;78.76;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;11.32;0;15.72;0;18.24;0;32.24;0;40.8;0;52.32;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;9.16;0;13.16;0;14.96;0;29.76;0;37.6;0;50.48;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;4.88;0;8.92;0;14.8;0;25.36;0;36.08;0;47.4;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;7.68;0;10.84;0;15.8;0;26.2;0;36.44;0;48.28;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;22.96;0;28.36;0;38.36;0;53.36;0;67.56;0;86.2;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;19.84;0;26.88;0;34.6;0;47.56;0;68.12;0;81.88;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;16.12;0;23.48;0;28.76;0;47.72;0;62.12;0;79.04;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;21.12;0;25.76;0;32.12;0;47.28;0;63.52;0;80.64;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;7.0;0;8.28;0;12.56;0;23.2;0;35.76;0;44.72;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;5.4;0;6.6;0;10.84;0;22.12;0;31.08;0;44.6;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;2.96;0;5.16;0;8.0;0;19.96;0;30.4;0;41.92;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;5.96;0;8.56;0;12.84;0;23.44;0;33.6;0;45.96;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;14.24;0;18.44;0;28.04;0;42.68;0;58.4;0;75.88;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;12.48;0;16.44;0;24.96;0;39.96;0;57.16;0;71.96;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;9.52;0;14.68;0;21.36;0;37.4;0;55.16;0;69.68;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;17.28;0;22.16;0;27.4;0;43.24;0;59.2;0;74.84;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;6.6;0;9.0;0;13.56;0;24.92;0;35.56;0;46.72;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;5.4;0;6.4;0;12.16;0;20.44;0;33.68;0;45.84;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;3.28;0;4.88;0;8.76;0;19.92;0;31.2;0;40.4;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;5.76;0;8.56;0;13.16;0;23.24;0;35.2;0;45.24;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;13.64;0;19.96;0;28.44;0;42.56;0;60.92;0;76.24;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;10.28;0;17.08;0;24.88;0;41.36;0;57.28;0;73.28;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;10.52;0;15.36;0;20.68;0;37.56;0;54.96;0;69.52;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.9 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 0.1 --testf sphere -r 25 -o out.csv ;sphere;17.6;0;22.64;0;29.08;0;44.32;0;60.88;0;77.84;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.05 --dim 5 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;15.44;0;18.04;0;20.8;0;34.0;0;45.84;0;52.6;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.1 --dim 5 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;12.12;0;18.44;0;19.16;0;30.16;0;44.4;0;53.04;0
Namespace(eps=[0.5, 0.25, 0.1, 0.01, 0.001, 0.0001], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], testf=['sphere'], r=[25], o=['out.csv']);tests.py -eps 0.5 0.25 0.1 0.01 0.001 0.0001 --sigma 0.3 --dim 5 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --xsexpl 1 --testf sphere -r 25 -o out.csv ;sphere;10.08;0;11.96;0;17.28;0;29.36;0;40.08;0;49.32;0
