args;input;function;1e-05;1e-05_msreach;1;1_msreach;0.01;0.01_msreach
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['elli'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 10 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf elli -r 100 -o out.csv ;elli;595.53;0;506.68;0;547.74;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['exp'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['elli'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 10 --seed 123 --xstart exp --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf elli -r 100 -o out.csv ;elli;588.28;0;499.67;0;535.64;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;244.34;0;122.81;0;205.08;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;240.26;0;120.47;0;203.16;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;235.94;0;111.94;0;197.8;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;238.25;0;117.98;0;195.9;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;587.28;0;403.67;0;524.27;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;571.53;0;380.51;0;526.22;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;593.14;0;370.85;0;516.89;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;572.55;0;381.3;0;517.56;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;249.8;0;118.11;0;211.94;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;243.39;0;122.89;0;200.47;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;234.0;0;116.41;0;203.94;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;238.19;0;108.09;0;203.5;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;576.25;0;378.36;0;528.98;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;579.11;0;388.7;0;503.11;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;576.51;0;373.37;0;512.97;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['gauss'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart gauss --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;573.67;0;367.1;0;521.59;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;238.34;0;123.45;0;201.21;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;244.63;0;117.43;0;199.99;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;234.56;0;108.75;0;191.84;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;239.21;0;114.23;0;193.72;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;584.61;0;384.35;0;524.18;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;581.89;0;383.58;0;529.39;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;574.51;0;375.78;0;511.41;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['uniform'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart uniform --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;577.08;0;379.87;0;522.76;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;243.96;0;118.5;0;208.21;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;244.87;0;122.41;0;199.72;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;233.8;0;111.76;0;197.9;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 5 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;251.44;0;113.36;0;202.24;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;578.01;0;384.55;0;503.99;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;581.37;0;384.79;0;518.44;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;586.83;0;373.17;0;513.31;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[10], maxl=21000, seed=[123], xstart=['gauss'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[0.1], estart=['exp'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 10 --seed 123 --xstart gauss --xsgm 0 --xsgstd 1 --estart exp --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 0.1 --testf rosen -r 100 -o out.csv ;rosen;590.01;0;383.29;0;506.5;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;185.42;0;58.17;0;144.93;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;180.29;0;47.76;0;139.35;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.3], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.3 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;198.97;0;63.32;0;146.91;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.9], dim=[5], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.9 --dim 5 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;229.44;0;106.12;0;189.17;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.05], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.05 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;442.02;0;237.47;0;388.56;0
Namespace(eps=[1, 0.01, 1e-05], sigma=[0.1], dim=[10], maxl=21000, seed=[123], xstart=['uniform'], xsgm=[0.0], xsgstd=[1.0], xsumin=[0.0], xsumax=[1.0], xsexpl=[1.0], estart=['dull'], esgm=[0.0], esgstd=[1.0], esumin=[0.0], esumax=[1.0], esexpl=[1.0], testf=['rosen'], r=[100], o=['out.csv']);tests.py --sigma 0.1 --dim 10 --seed 123 --xstart uniform --xsgm 0 --xsgstd 1 --estart dull --esgm 0 --esgstd 1 --xsumin 0 --xsumax 1 --esumin 0 --esumax 1 --esexpl 1 --xsexpl 1 --testf rosen -r 100 -o out.csv ;rosen;456.49;0;244.18;0;386.63;0
